family,taxon,author,native to
Euphorbiaceae,Mallotus repandus,(Rottler) Müll.Arg.,"China, Macao Special Administrative Region"
Phyllanthaceae,Actephila excelsa,(Dalzell) Müll.Arg.,"China, Macao Special Administrative Region"
Putranjivaceae,Putranjiva roxburghii,Wall.,"China, Macao Special Administrative Region"
