SpeciesName,Flower color,Flower sex,Flowering lag time: number of days from exposition start to flowering,Flowering requirement (requirement for fertility),Fruit type,Plant flowering,Plant growth form,Plant growth temperature range,Plant height,Plant human usage types,Plant lifespan (longevity),Plant lifespan: age trees reach in forested stands,Plant woodiness,Seed germination base temperature,Seed germination base water potential,Seed germination lag time,Seed germination requirement,Seed germination temperature,Seed germination type,Wood growth ring distinction
#Acacia baileyana F.Muell.,,,,,dry,,,,,,,,,,,,,,,
#Acacia dealbata Link,,,,,dry,,,,,,,,,,,,,,,
#Acacia decurrens Willd.,,,,,dry,,,,,,,,,,,,,,,
#Acacia elata A.Cunn. ex Benth.,,,,,dry,,,,,,,,,,,,,,,
#Acacia iteaphylla F.Muell. ex Benth.,,,,,dry,,,,,,,,,,,,,,,
#Acacia longifolia (Andrews) Willd.,,,,,dry,,,,,,,,,,,,,,,
#Acacia mearnsii De Wild.,,,,,dry,,,,,,,,,,,,,,,
#Acacia podalyriifolia A.Cunn. ex G.Don,,,,,dry,,,,,,,,,,,,,,,
#Acacia pycnantha Benth.,,,,,dry,,,,,,,,,,,,,,,
#Acacia saligna (Labill.) H.L.Wendl.,,,,,dry,,,,,,,,,,,,,,,
#Acacia spectabilis A.Cunn. ex Benth.,,,,,dry,,,,,,,,,,,,,,,
#Hakea sericea Schrad. & J.C.Wendl.,,,,,dry,,,,,,,,,,,,,,,
#Senna barclayana (Sweet) Randell,,,,,dry,,,,,,,,,,,,,,,
Nothoscordum moconense,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum modestum,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum montevidense,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum nublense,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum nudicaule,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum nudum,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum nutans,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum ostenii,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum pachyrhizum,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum paradoxon,,,,,,,Herb (H),,,,,,,,,,,,,
Nothoscordum paradoxum,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum patricium,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum pedersenii,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum pernambucanum,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum planifolium,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum portoalegrense,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum pulchellum,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum pulchellum Kunth,,,,,,,No,,,,,,,,,,,,,
Nothoscordum punillense,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum rigidiscapum,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum saltense,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum scabridulum,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum sengesianum,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum serenense,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum setaceum,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum stenandrum,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum subtile,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum tafiense,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum tarijanum,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum tenuifolium,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum texanum,,,,,,,herb/non-woody,,,,perennial,,H,,,,,,,
Nothoscordum tibaginum,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum tricostatum,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum tuyutiense,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum umburucuyanum,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum uruguaianum,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum velazcoense,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum vernum,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum vigilense,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum yalaense,,,,,,,Free-standing,,,,,,,,,,,,,
Nothoscordum yatainum,,,,,,,Free-standing,,,,,,,,,,,,,
Nothospondias staudtii,,,,,,,,,,,,,W,,,,,,,
Nothostele acianthiformis,,,,,,,Free-standing,,,,,,,,,,,,,
Nothostele acianthiformis (Rchb.f. & Warm.) Garay,,,,,,,No,,,,,,,,,,,,,
Nothostele brasiliaensis,,,,,,,Free-standing,,,,,,,,,,,,,
"Nothostele brasiliaensis J.A.N.Bat., Meneguzzo & Bianch.",,,,,,,No,,,,,,,,,,,,,
Nothotalisia peruviana,,,,,,,Tree,,,,,,,,,,,,,
Nothotsuga,,,,,,,,,,,,,,,,,No,,,
Nothotsuga longibracteata,,,,,,,Free-standing,,,,,,,,,,,,,
Noticastrum acuminatum,,,,,,,herbaceous,,,,,,,,,,,,,
Noticastrum argenteum,,,,,,,Forbs,,,,,,non-woody,,,,,,,
Noticastrum diffusum,,,,,,,herbaceous,,,,,,,,,,,,,
Noticastrum gnaphalioides,,,,,,,Herb,,,,,,non-woody,,,,,,,
Noticastrum gnaphalioides (Baker) Cuatrec.,,,,,,,forb,,,,,,,,,,,,,
Noticastrum macbridei,,,,,,,Free-standing,,,,,,,,,,,,,
Noticastrum macrocephalum,,,,,,,Shrub,,,,,,,,,,,,,
Noticastrum marginatum,,,,,,,Forbs,,,,,,H,,,,,,,
Noticastrum sericeum,,,,,,,Herb,,,,,,,,,,,,,
Notobasis syriaca,,,,,,,herb/non-woody,,,,annual,,H,,,,,,,
Notobasis syriaca (L.) Cass.,,,,,,,b H,,,,4.0,,,,,,,,,2
Notobubon capense,,,,,,,Free-standing,,,,,,,,,,,,,
Notobubon ferulaceum,,,,,,,Free-standing,,,,,,,,,,,,,
Notobubon galbaniopse,,,,,,,Free-standing,,,,,,,,,,,,,
Notobubon galbanum,,,,,,,Free-standing,,,,,,,,,,,,,
Notobubon galbanum (L.) Magee,yellow,,,,nut,,shrub,,,,,,,,,,,,,
Notobubon gummiferum,,,,,,,Free-standing,,,,,,,,,,,,,
Notobubon laevigatum (Aiton) Magee,yellow,,,,nut,,herb,,,,,,,,,,,,,
Notobubon montanum,,,,,,,Free-standing,,,,,,,,,,,,,
Notobubon pearsonii,,,,,,,Free-standing,,,,,,,,,,,,,
Notobubon pungens,,,,,,,Free-standing,,,,,,,,,,,,,
Notobubon sonderi,,,,,,,Free-standing,,,,,,,,,,,,,
Notobubon striatum,,,,,,,Free-standing,,,,,,,,,,,,,
Notobubon tenuifolium,,,,,,,Free-standing,,,,,,,,,,,,,
Notobuxus acuminata,,,,,,,,,,,,,W,,,,,,,
Notobuxus natalensis,,,,,,,,,,,,,W,,,,,,,
Notocactus mammulosus,,,,,,,succulent,,,,,,non-woody,,,,,,,
Notoceras bicorne,,,,,,,Annual Herb,,,4,1.0,,non-woody,,,,,,,5
Notoceras bicorne (Aiton) Amo,pink,,,,capsule,,climber or creeper,,,,,,,,,,,,,
Notoceras bicorne var. prostratum (Lag.) Pau,pink,,,,capsule,,climber or creeper,,,,,,,,,,,,,
Notochaete hamosa,,,,,,,,,,,,,H,,,,,,,
Notochloe microdon,,,,,,,Free-standing,,,,,,H,,,,,,,
Notodanthonia eriantha,,,,,,,Herb,,,,,,,,,,,,,
Notodanthonia gracilis,,,,,,,Herb,,,,,,H,,,,,,,
Notodanthonia induta,,,,,,,Herb,,,,,,,,,,,,,
Notodanthonia longifolia,,,,,,,Herb,,,,,,non-woody,,,,,,,
Notodanthonia monticola,,,,,,,Herb,,,,,,,,,,,,,
Notodanthonia semiannularis,,,,,,,Grass,,,,,,non-woody,,,,,,,
Notodanthonia setacea,,,,,,,Herb,,,,,,,,,,,,,
Notonema agrostoides,,,,,,,Herb (H),,,,,,,,,,,,,
Notonema arachnoides,,,,,,,Herb (H),,,,,,,,,,,,,
Notoniopsis fulgens,,,,,,,Herb,,,,,,,,,,,,,
Notopleura acuta,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura aequatoriana,,,,,,,Herb,,,,,,,,,,,,,
Notopleura aggregata,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura albens,,,,,,,Herb,,,,,,,,,,,,,
Notopleura amicitiae,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura angustissima,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura anomothyrsa,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura bahiensis,,,,,,,Vine,,,,,,,,,,,,,
Notopleura bryophila,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura camponutans,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura capacifolia,,,,,,,Herb,,,,,,,,,,,,,
Notopleura capitata,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura cincinalis,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura cocleensis,,,,,,,Epiphyte,,,,,,,,,,,,,
Notopleura congesta,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura corniculata,,,,,,,Herb,,,,,,,,,,,,,
Notopleura corymbosa,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura costaricensis,,,,,,,Herb,,,,,,,,,,,,,
Notopleura dukei,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura elegans,,,,,,,Herb/Epiphyte,,,,,,,,,,,,,
Notopleura epiphytica,,,,,,,Epiphyte,,,,,,,,,,,,,
Notopleura episcandens,,,,,,,Epiphyte/Shrub,,,,,,,,,,,,,
Notopleura guadalupensis,,,,,,,Epiphyte,,,,,,,,,,,,,
Notopleura hondurensis,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura hurtadoi,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura hypolaevis,,,,,,,Shrub/Subshrub,,,,,,,,,,,,,
Notopleura iridescens,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura lateriflora,,,,,,,Herb,,,,,,,,,,,,,
Notopleura latistipula,,,,,,,Herb,,,,,,,,,,,,,
Notopleura leucantha,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura longiflora,,,,,,,Herb,,,,,,,,,,,,,
Notopleura longipedunculata,,,,,,,Herb,,,,,,,,,,,,,
Notopleura longipedunculoides,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura longissima,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura macrophylla,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura madida,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura marginata,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura maxonii,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura micayensis,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura montana,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura multinervia,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura nepokroeffiae,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura obtusa,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura pacorana,,,,,,,Herb,,,,,,,,,,,,,
Notopleura palestinae,,,,,,,Herb,,,,,,,,,,,,,
Notopleura panamensis,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura parasiggersiana,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura parvifolia,,,,,,,Herb,,,,,,,,,,,,,
Notopleura penduliflora,,,,,,,Herb,,,,,,,,,,,,,
Notopleura peperomiae,,,,,,,Epiphyte,,,,,,,,,,,,,
Notopleura pilosula,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura pithecobia,,,,,,,Epiphyte,,,,,,,,,,,,,
Notopleura plagiantha,,,,,,,Herb,,,,,,,,,,,,,
Notopleura polyphlebia,,,,,,,Herb,,,,,,,,,,,,,
Notopleura pyramidata,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura sanblasensis,,,,,,,Herb,,,,,,,,,,,,,
Notopleura scarlatina,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura siggersiana,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura spiciformis,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura standleyana,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura steyermarkiana,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura submarginalis,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura tapajozensis,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura thesceloantha,,,,,,,Herb,,,,,,,,,,,,,
Notopleura tolimensis,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura tonduzii,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura triaxillaris,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura tubulistipula,,,,,,,Shrub,,,,,,,,,,,,,
Notopleura uliginosa,,,,,,,Herb,,,,,,,,,,,,,
Notopleura vargasiana,,,,,,,Epiphyte/Shrub,,,,,,,,,,,,,
Notopleura wilburiana,,,,,,,Shrub,,,,,,,,,,,,,
Notopora cardonae,,,,,,,woody,,,,,,woody,,,,,,,
Notopora schomburgkii,,,,,,,woody,,,,,,woody,,,,,,,
Notoptera scabridula,,,,,,,Vine,,,,,,,,,,,,,
Notosceptrum benguellense,,,,,,,Herb,,,,,,,,,,,,,
Notoseris scandens,,,,,,,Climber,,,,,,,,,,,,,
Notoseris yakoensis,,,,,,,Climber,,,,,,,,,,,,,
Notothixos cornifolius,,,,,,,Free-standing,,,,,,,,,,,,,
Notothixos incanus,,,,,,,Free-standing,,,,,,,,,,,,,
Notothixos incanus Oliv.,,,,,,,shrub,,,,perennial,,,,,,,,,
Notothixos leiophyllus,,,,,,,Free-standing,,,,,,W,,,,,,,
Notothixos subaureus,,,,,,,shrub,,,,perennial,,W,,,,,,,
Notothixos subaureus Oliv.,,,,,,,shrub,,,,perennial,,W,,,,,,,
Notothixos cornifolius Oliv.,,,,,fleshy,,,,,,,,,,,,,,,
Notothixos incanus (Hook.) Oliv.,,,,,fleshy,,,,,,,,,,,,,,,
Notothixos leiophyllus K.Schum.,,,,,fleshy,,,,,,,,,,,,,,,
Notothixos subaureus Oliv.,,,,,fleshy,,,,,,,,,,,,,,,
Notothlaspi australe,,,,,,,herb,,,,,,,,,,,,,
Notothylas breutelii,,,,,,,Nonvascular,,,,,,,,,,,,,
Notothylas orbicularis,,,,,,,Nonvascular,,,,,,,,,,,,,
Notothylas orbicularis var. orbicularis,,,,,,,Nonvascular,,,,,,,,,,,,,
Notothylas orbicularis var. pseudotemperata,,,,,,,Nonvascular,,,,,,,,,,,,,
Nototriche aretioides,,,,,,,herbaceous,,,,,,,,,,,,,
Nototriche argentea,,,,,,,Herb,,,,,,,,,,,,,
Nototriche artemisioides,,,,,,,herbaceous,,,,,,,,,,,,,
Nototriche caesia,,,,,,,herb,,,,,,non-woody,,,,,,,
Nototriche castelnaeana,,,,,,,herbaceous,,,,,,,,,,,,,
Nototriche coccinea,,,,,,,Herb,,,,,,,,,,,,,
Nototriche congesta,,,,,,,herbaceous,,,,,,,,,,,,,
Nototriche flabellata,,,,,,,herbaceous,,,,,,,,,,,,,
Nototriche hartwegii,,,,,,,Herb,,,,,,,,,,,,,
Nototriche jamesonii,,,,,,,herbaceous,,,,,,,,,,,,,
Nototriche longicaudicalis,,,,,,,herbaceous,,,,,,,,,,,,,
Nototriche longirostris,,,,,,,Herb,,,,,,,,,,,,,
Nototriche longissima,,,,,,,Herb,,,,,,,,,,,,,
Nototriche obcuneata,,,,,,,herbaceous,,,,,,,,,,,,,
Nototriche obtusa,,,,,,,Herb,,,,,,,,,,,,,
Nototriche pearcei,,,,,,,herbaceous,,,,,,,,,,,,,
Nototriche pediculariifolia,,,,,,,herbaceous,,,,,,,,,,,,,
Nototriche phyllanthos,,,,,,,Forbs,,,,perennial,,H,,,,,,,
Nototriche pinnata,,,,,,,Herb,,,,,,,,,,,,,
Nototriche purpurascens,,,,,,,herbaceous,,,,,,,,,,,,,
Nototriche pusilla,,,,,,,herb,,,,,,non-woody,,,,,,,
Nototriche sajamensis,,,,,,,herbaceous,,,,,,,,,,,,,
Nototriche tovari,,,,,,,herbaceous,,,,,,,,,,,,,
Nototriche vargasii,,,,,,,herbaceous,,,,,,,,,,,,,
Nototrichium NA,,,,,,,"Shrub,Tree",,,,,,,,,,,,,
Nototrichium divaricatum,,,,,,,Shrub,,,,,,,,,,,,,
Nototrichium humile,,,,,,,"Tree, Shrub",,,,,,W,,,,,,,
Nototrichium sandwicense,,,,,,,No,,,,,,W,,,,,,,
Nototrichium viride,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Notylia,,,,,,,H,,,,,,,,,,,,,
Notylia albida,,,,,,,herb,,,,perennial,,non-woody,,,,,,,
Notylia amazonica,,,,,,,Herb (H),,,,,,,,,,,,,
Notylia angustifolia,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia arachnites,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia aromatica,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia barkeri,,,,,,,Epiphyte,,,,,,H,,,,,,,
Notylia bernoullii,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia bipartita,,,,,,,Herb (H),,,,,,,,,,,,,
Notylia bisepala,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia brenesii,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia brevis,,,,,,,Herb (H),,,,,,,,,,,,,
Notylia buchtienii,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia bungerothii,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia bungerothii Rchb.f.,,,,,,,Yes,,,,,,,,,,,,,
Notylia carnosiflora,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia durandiana,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia ecuadorensis,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia flexuosa,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia fragrans,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia glaziovii,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia glaziovii Cogn.,,,,,,,Yes,,,,,,,,,,,,,
Notylia guatemalensis,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia hemitricha,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia hemitricha Barb.Rodr.,,,,,,,Yes,,,,,,,,,,,,,
Notylia incurva,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia inversa,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia inversa Barb.Rodr.,,,,,,,Yes,,,,,,,,,,,,,
Notylia koehleri,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia lankesteri,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia latilabia,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia laxa,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia lehmanniana,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia leucantha,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia longispicata,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia lyrata,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia lyrata S.Moore,,,,,,,Yes,,,,,,,,,,,,,
Notylia micrantha,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia microchila,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia microchila Cogn.,,,,,,,Yes,,,,,,,,,,,,,
Notylia morenoi,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia nemorosa,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia nemorosa Barb.Rodr.,,,,,,,Yes,,,,,,,,,,,,,
Notylia obtusa,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia odontonotos,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia odontonotos Rchb.f. & Warm.,,,,,,,Yes,,,,,,,,,,,,,
Notylia orbicularis,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia panamensis,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia parvilabia,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia pentachne,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia peruviana,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia pittieri,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia platyglossa,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia pubescens,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia punctata,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia punoensis,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia replicata,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia rhombilabia,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia rimbachii,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia sagittifera,,,,,,,Tree,,,,,,,,,,,,,
Notylia stenantha,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia stenantha Rchb.f.,,,,,,,Yes,,,,,,,,,,,,,
Notylia stenoglossa,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia sylvestris,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia tamaulipensis,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia tapirapoanensis,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia tapirapoanensis Hoehne,,,,,,,Yes,,,,,,,,,,,,,
Notylia trisepala,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia trullifera,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia trullulifera Brade,,,,,,,Yes,,,,,,,,,,,,,
Notylia venezuelana,,,,,,,Epiphyte,,,,,,,,,,,,,
Notylia yauaperyensis,,,,,,,Epiphyte,,,,,,,,,,,,,
Notyliopsis beatricis,,,,,,,Epiphyte,,,,,,,,,,,,,
Nouelia insignis,,,,,,,Free-standing,,,,,,,,,,,,,
Novenia acaulis,,,,,,,Free-standing,,,,,,,,,,,,,
Novenia tunariensis,,,,,,,Herb,,,,,,,,,,,,,
Novosieversia glacialis,,,,,,,Forb/herb,,,,,,,,,,,,,
Nowellia curvifolia,,,,,,,Nonvascular,,,,,,,,,,,,,
Nowodworkya imberbis,,,,,,,Graminoid,,,,,,,,,,,,,
Noyera sp,,,,,,,shrub/tree,,,,,,woody,,,,,,,
Nummularia longifolia,,,,,,,Herb,,,,,,,,,,,,,
Nummularia radicans,,,,,,,Herb,,,,,,,,,,,,,
Nuphar,,,,,,,H,,,,,,,,,,,,,
Nuphar NA,,,,,,,Forb/herb,,,,,,,,,,,,,
Nuphar advena,,,,,,,Macrophyte,,,,,,non-woody,,,,,,,
Nuphar advena (Aiton) W.T. Aiton,,,,,,,hydrohalophyte,,,,,,,,,,,,,
Nuphar advena R. Br.,,,,,,,hydrohalophyte,,,,,,,,,,,,,
Nuphar advenum,,,,,,,Aquatic,,,,,,,,,,,,,
Nuphar fluviatilis,,,,,,,Forb/herb,,,,,,,,,,,,,
Nuphar interfluitans,,,,,,,Forb/herb,,,,,,,,,,,,,
Nuphar intermedia,,,,,,,"aquatic, fresh water, floating",,,,,,H,,,,,,,
Nuphar intermedium,,,,,,,herb/aquatic/non-woody,,,,,,non-woody,,,,,,,
Nuphar japonica,,,,,,,Aquatic,,,,,,H,,,,,,,
Nuphar lutea,gelb,hermaphroditic,,,aggregate berries,,Floating leaves attached to the substrate,,0.5,,perennial,,non-woody,,,,partial,,hypogeal,
Nuphar lutea (L.) Sm-,,,,,,,n Hyd,,,,,,,,,,,,,4
Nuphar lutea (L.) Sm. ssp. polysepala (Engelm.) E.O. Beal,Yellow,,,Medium,,,Forb/herb,,,No,Perennial,,,,,,Yes,,,
Nuphar lutea ssp. advena,,,,,,,Forb/herb,,,,,,,,,,,,,
Nuphar lutea ssp. orbiculata,,,,,,,Forb/herb,,,,,,,,,,,,,
Nuphar lutea ssp. polysepala,,,,,,,Forb/herb,,,,,,,,,,,,,
Nuphar lutea ssp. pumila,,,,,,,Forb/herb,,,,,,,,,,,,,
Nuphar lutea ssp. rubrodisca,,,,,,,Forb/herb,,,,,,,,,,,,,
Nuphar lutea ssp. sagittifolia,,,,,,,Forb/herb,,,,,,,,,,,,,
Nuphar lutea ssp. ulvacea,,,,,,,Forb/herb,,,,,,,,,,,,,
Nuphar lutea ssp. variegata,,,,,,,Forb/herb,,,,,,,,,,,,,
Nuphar luteum,,,,,,,"aquatic, fresh water, floating",,,,,,H,,,,,,,
Nuphar luteum (L.) S. et S.,,,,,,,hydrophyte,,,,,,,,,,,,,
Nuphar microcarpa,,,,,,,Herb,,,,,,,,,,,,,
Nuphar microphylla,,,,,,,Herb,,,,,,H,,,,,,,
Nuphar oguraensis,,,,,,,,,,,,,H,,,,,,,
Nuphar orbiculata,,,,,,,Herb,,,,,,H,,,,,,,
Nuphar ovata,,,,,,,Forb/herb,,,,,,,,,,,,,
Nuphar ozarkana,,,,,,,Forb/herb,,,,,,H,,,,,,,
Nuphar polysepala,,,,,,,Herb,,,,,,H,,,,,,,
Nuphar polysepalum,,,,,,,herb,,,,Annual,,non-woody,,,,,,,
Nuphar pumila,gelb,hermaphroditic,,,aggregate berries,,Submerged attached to the substrate,,0.4,,Perennial,,non-woody,,,,,,,
Nuphar pumilum,,,,,,,Aquatic,,,,,,,,,,,,,
Nuphar puteora,,,,,,,Forb/herb,,,,,,,,,,,,,
Nuphar rubrodisca,,,,,,,Herb,,,,,,H,,,,,,,
Nuphar sagittifolia,,,,,,,Herb,,,,,,H,,,,,,,
Nuphar shimadae,,,,,,,,,,,,,H,,,,,,,
Nuphar spenneriana,,,,,,,Aquatic,,,,,,,,,,,,,
Nuphar spennerianum,,,,,,,aquatic,,,,,,non-woody,,,,,,,
Nuphar ulvacea,,,,,,,Herb,,,,,,H,,,,,,,
Nuphar variegata,,,,,,,herb,,,,,,H,,,,,,,
Nuphar variegatum,,,,,,,"aquatic, fresh water, floating",,,,,,non-woody,,,,,,,
Nuphar x spenneriana,,hermaphroditic,,,,,,,,,,,,,,,,,,
Nuphar lutea (L.) Sm.,,,,,,,herbaceous perennial,,,,,,,,,,,,,
Nuphar pumila (Timm) DC.,,,,,,,herbaceous perennial,,,,,,,,,,,,,
Nuphar × intermedia Ledeb.,,,,,,,herbaceous perennial,,,,,,,,,,,,,
Nuttallanthus NA,,,,,,,Forb/herb,,,,,,,,,,,,,
Nuttallanthus canadensis,,,,,,,Herb,,,,,,,,,,,,,
Nuttallanthus floridanus,,,,,,,Herb,,,,,,,,,,,,,
Nuttallanthus subandinus,,,,,,,Herb,,,,,,,,,,,,,
Nuttallanthus texanus,,,,,,,Herb,,,,annual/perennial,,non-woody,,,,,,,
Nuttallia argillosa,,,,,,,Forb/herb,,,,,,,,,,,,,
Nuttallia cerasiformis,,,,,,,"Tree, Shrub",,,,,,,,,,,,,
Nuttallia chrysantha,,,,,,,Herb,,,,,,,,,,,,,
Nuttallia cronquistii,,,,,,,Forb/herb,,,,,,,,,,,,,
Nuttallia decapetala,,,,,,,Forb/herb,,,,,,,,,,,,,
Nuttallia densa,,,,,,,Forb/herb,,,,,,,,,,,,,
Nuttallia humilis,,,,,,,Forb/herb,,,,,,,,,,,,,
Nuttallia laciniata,,,,,,,Forb/herb,,,,,,,,,,,,,
Nuttallia laevicaulis,,,,,,,Forb/herb,,,,,,,,,,,,,
Nuttallia lutea,,,,,,,Herb,,,,,,,,,,,,,
Nuttallia marginata,,,,,,,Forb/herb,,,,,,,,,,,,,
