species|n|Q05|Q95|A|C|D|E|F|A18
Rhaptopetalum coriaceum|30|12|12|1|0|0|0|0|0
Rhaptopetalum depressum|3|12|12|1|0|0|0|0|0
Rhaptopetalum evrardii|3|12|12|1|0|0|0|0|1
Rhaptopetalum geophylax|22|12|12|1|0|0|0|0|0
Rhaptopetalum pachyphyllum|9|12|12|1|0|0|0|0|0
Rhaptopetalum rabiense|3|12|12|1|0|0|0|0|1
Rhaptopetalum roseum|1|12|12|1|0|0|0|0|0
Rhaptopetalum sessilifolium|1|12|12|1|0|0|0|0|1
Rhaptopetalum sindarense|10|12|12|1|0|0|0|0|0
Rhigospira quadrangularis|101|12|12|1|0|0|0|0|1
Rhigozum brevispinosum|145|12|12|1|0|0|0|0|0
Rhigozum madagascariense|43|12|12|1|0|0|0|0|0
Rhigozum obovatum|188|9.08|12|2|3|0|0|0|0
Rhigozum zambesiacum|35|12|12|1|0|0|0|0|0
Rhipidantha chlorantha|8|12|12|1|0|0|0|0|0
Rhizophora apiculata|233|12|12|1|0|0|0|0|0
Rhizophora lamarckii|48|12|12|1|0|0|0|0|0
Rhizophora mangle|2168|12|12|1|0|0|0|0|0
Rhizophora mucronata|231|12|12|1|0|0|0|0|0
Rhizophora racemosa|244|12|12|1|0|0|0|0|0
Rhizophora samoensis|5|12|12|1|0|0|0|0|0
Rhizophora stylosa|458|12|12|1|0|0|0|0|0
Rhodamnia acuminata|38|12|12|1|0|0|0|0|0
Rhodamnia angustifolia|5|12|12|1|0|0|0|0|0
Rhodamnia arenaria|11|12|12|1|0|0|0|0|0
Rhodamnia argentea|171|9.65|12|2|3|0|0|0|0
Rhodamnia australis|100|12|12|1|0|0|0|0|0
Rhodamnia blairiana|113|12|12|1|0|0|0|0|0
Rhodamnia cinerea|89|12|12|1|0|0|0|0|0
Rhodamnia costata|65|12|12|1|0|0|0|0|0
Rhodamnia dumetorum|17|12|12|1|0|0|0|0|0
Rhodamnia dumicola|96|9.27|12|2|3|0|0|0|0
Rhodamnia fordii|26|12|12|1|0|0|0|0|0
Rhodamnia glabrescens|22|12|12|1|0|0|0|0|0
Rhodamnia glauca|125|12|12|1|0|0|0|0|0
Rhodamnia hylandii|12|12|12|1|0|0|0|0|0
Rhodamnia kamialiensis|1|12|12|1|0|0|0|0|0
Rhodamnia lancifolia|4|12|12|1|0|0|0|0|0
Rhodamnia latifolia|34|12|12|1|0|0|0|0|0
Rhodamnia longisepala|5|12|12|1|0|0|0|0|0
Rhodamnia maideniana|139|12|12|1|0|0|0|0|0
Rhodamnia moluccana|9|12|12|1|0|0|0|0|0
Rhodamnia mulleri|4|12|12|1|0|0|0|0|0
Rhodamnia novoguineensis|11|12|12|1|0|0|0|0|1
Rhodamnia pachyloba|8|12|12|1|0|0|0|0|0
Rhodamnia pauciovulata|39|12|12|1|0|0|0|0|0
Rhodamnia reticulata|1|12|12|1|0|0|0|0|1
Rhodamnia rubescens|2373|9.04|12|2|3|0|0|0|0
Rhodamnia sessiliflora|96|12|12|1|0|0|0|0|0
Rhodamnia sharpeana|37|12|12|1|0|0|0|0|0
Rhodamnia uniflora|5|12|12|1|0|0|0|0|1
Rhodamnia whiteana|33|9|12|2|3|0|0|0|0
Rhodocolea boivinii|13|12|12|1|0|0|0|0|0
Rhodocolea humbertii|6|12|12|1|0|0|0|0|0
Rhodocolea involucrata|20|12|12|1|0|0|0|0|0
Rhodocolea lemuriphila|5|12|12|1|0|0|0|0|0
Rhodocolea magnifica|10|12|12|1|0|0|0|0|0
Rhodocolea multiflora|1|12|12|1|0|0|0|0|1
Rhodocolea parviflora|5|12|12|1|0|0|0|0|0
Rhodocolea perrieri|3|12|12|1|0|0|0|0|1
Rhodocolea racemosa|72|12|12|1|0|0|0|0|0
Rhodocolea ranirisonii|7|12|12|1|0|0|0|0|0
Rhodocolea telfairiae|6|12|12|1|0|0|0|0|0
Rhododendron abietifolium|5|0|12|2|9|9|9|3|0
Rhododendron acuminatum|7|0|12|2|9|9|9|3|0
Rhododendron aequabile|1|12|12|1|0|0|0|0|0
Rhododendron agathodaemonis|8|0|12|2|9|9|9|3|0
Rhododendron alabamense|42|7|11.56|0|2|3|0|0|0
Rhododendron alticola|16|0|12|2|9|9|9|3|0
Rhododendron anthosphaerum|16|4.15|11.7|0|2|3|0|0|0
Rhododendron arborescens|83|5|9|0|2|3|0|0|0
Rhododendron arboreum|142|2.15|12|2|9|9|3|0|0
Rhododendron argyrophyllum|19|7|9|0|2|3|0|0|0
Rhododendron arizelum|23|2|9.7|0|2|9|3|0|0
Rhododendron asterochnoum|11|0|9|0|2|9|9|3|0
Rhododendron atlanticum|37|6.54|10.77|0|2|3|0|0|0
Rhododendron auriculatum|22|7|9|0|2|3|0|0|0
Rhododendron aurigeranum|32|12|12|1|0|0|0|0|0
Rhododendron baconii|2|12|12|1|0|0|0|0|0
Rhododendron barbatum|20|0|12|2|9|9|9|3|0
Rhododendron basilicum|3|6|9|0|2|3|0|0|0
Rhododendron beesianum|23|0|11.35|0|2|9|9|3|0
Rhododendron beyerinckianum|102|0|12|2|9|9|9|3|0
Rhododendron bloembergenii|4|12|12|1|0|0|0|0|0
Rhododendron brassii|1|11|11|0|1|0|0|0|0
Rhododendron brevinerve|13|8.05|11|0|1|0|0|0|0
Rhododendron bullifolium|4|12|12|1|0|0|0|0|0
Rhododendron buxifolium|11|0|12|2|9|9|9|3|0
Rhododendron calendulaceum|624|4.97|9.65|0|2|3|0|0|0
Rhododendron calophytum|24|4.4|9|0|2|3|0|0|0
Rhododendron campanulatum|38|0|6.44|0|0|2|9|3|0
Rhododendron campylocarpum|30|0|10|0|2|9|9|3|0
Rhododendron canescens|527|7.06|12|2|9|3|0|0|0
Rhododendron catawbiense|410|4|8.51|0|2|3|0|0|0
Rhododendron championiae|24|9|12|2|3|0|0|0|0
Rhododendron chihsinianum|4|8|9|0|1|0|0|0|0
Rhododendron ciliicalyx|45|7.12|12|2|9|3|0|0|0
Rhododendron cinnabarinum|17|0|7.3|0|0|2|9|3|0
Rhododendron coeloneurum|6|5|9|0|2|3|0|0|0
Rhododendron commutatum|4|12|12|1|0|0|0|0|1
Rhododendron coriaceum|16|0.8|11.7|0|2|9|9|3|0
Rhododendron coryanum|4|3|6|0|0|2|3|0|0
Rhododendron crinigerum|7|2|9|0|2|9|3|0|0
Rhododendron cruttwellii|6|12|12|1|0|0|0|0|0
Rhododendron culminicolum|80|0|12|2|9|9|9|3|0
Rhododendron cumberlandense|17|6|8.65|0|2|3|0|0|0
Rhododendron cuneifolium|19|0.57|12|2|9|9|9|3|0
Rhododendron cyanocarpum|7|8|12|2|3|0|0|0|0
Rhododendron davidii|10|9|11|0|1|0|0|0|0
Rhododendron decorum|126|2.9|11.96|0|2|9|3|0|0
Rhododendron delavayi|59|6.56|12|2|9|3|0|0|0
Rhododendron dignabile|6|0|6|0|0|2|9|3|0
Rhododendron dilatatum|497|5.14|8.76|0|2|3|0|0|0
Rhododendron discolor|29|7|9.88|0|2|3|0|0|0
Rhododendron durionifolium|39|12|12|1|0|0|0|0|0
Rhododendron eastmanii|5|9|9|0|1|0|0|0|0
Rhododendron edanoi|7|12|12|1|0|0|0|0|0
Rhododendron erosum|2|1|6|0|0|2|3|0|0
Rhododendron exasperatum|1|6|6|0|0|1|0|0|0
Rhododendron faberi|24|0|9|0|2|9|9|3|0
Rhododendron facetum|22|6|12|2|9|3|0|0|0
Rhododendron falconeri|3|5|7|0|0|1|0|0|0
Rhododendron fallacinum|26|0.74|12|2|9|9|9|3|0
Rhododendron faucium|13|0|5.9|0|0|2|9|3|0
Rhododendron flavoviride|1|11|11|0|1|0|0|0|0
Rhododendron floribundum|18|7|11.6|0|2|3|0|0|0
Rhododendron flosculum|2|8|9|0|1|0|0|0|0
Rhododendron formosanum|131|6.19|12|2|9|3|0|0|0
Rhododendron fortunei|57|7|11.76|0|2|3|0|0|0
Rhododendron fulvum|14|4|10.73|0|2|3|0|0|0
Rhododendron galactinum|4|5|8|0|2|3|0|0|0
Rhododendron glischrum|9|5|11|0|2|3|0|0|0
Rhododendron gongshanense|5|4|6|0|0|1|0|0|0
Rhododendron grande|4|6|9|0|2|3|0|0|0
Rhododendron griffithianum|4|7|12|2|9|3|0|0|0
Rhododendron hancockii|5|9|12|2|3|0|0|0|0
Rhododendron hemsleyanum|7|3|9|0|2|9|3|0|0
Rhododendron hirtipes|11|0|5.97|0|0|2|9|3|0
Rhododendron hodgsonii|8|0|5|0|0|2|9|3|0
Rhododendron hookeri|2|5|6|0|0|1|0|0|0
Rhododendron huanum|2|9|9|0|1|0|0|0|0
Rhododendron hunnewellianum|4|4|7|0|0|1|0|0|0
Rhododendron hylaeum|8|4|9|0|2|3|0|0|0
Rhododendron impositum|2|12|12|1|0|0|0|0|0
Rhododendron inconspicuum|68|1.54|12|2|9|9|3|0|0
Rhododendron irroratum|30|6.5|12|2|9|3|0|0|0
Rhododendron javanicum|27|5.1|12|2|9|3|0|0|0
Rhododendron kendrickii|1|7|7|0|0|1|0|0|0
Rhododendron kesangiae|4|5|7|0|0|1|0|0|0
Rhododendron kiyosumense|32|6|8|0|2|3|0|0|0
Rhododendron konori|59|6.3|12|2|9|3|0|0|0
Rhododendron lacteum|8|5|12|2|9|3|0|0|0
Rhododendron lanigerum|1|3|3|0|0|0|1|0|0
Rhododendron leptothrium|15|6.17|11.83|0|2|3|0|0|0
Rhododendron lochae|4|12|12|1|0|0|0|0|0
Rhododendron longipes|7|6|9|0|2|3|0|0|0
Rhododendron lukiangense|21|2.37|7.97|0|0|2|3|0|0
Rhododendron lulangense|1|6|6|0|0|1|0|0|0
Rhododendron luraluense|4|12|12|1|0|0|0|0|0
Rhododendron macabeanum|3|6|7|0|0|1|0|0|0
Rhododendron macgregoriae|185|8.5|12|2|3|0|0|0|0
Rhododendron mackenzianum|4|9|10|0|1|0|0|0|0
Rhododendron macrophyllum|623|3.12|8.75|0|2|9|3|0|0
Rhododendron maculiferum|32|5.47|9|0|2|3|0|0|0
Rhododendron maddenii|30|5|12|2|9|3|0|0|0
Rhododendron magnificum|1|6|6|0|0|1|0|0|0
Rhododendron malayanum|67|2.56|12|2|9|9|3|0|0
Rhododendron mallotum|4|5|6|0|0|1|0|0|0
Rhododendron maoerense|2|9|9|0|1|0|0|0|0
Rhododendron mariesii|180|6.63|12|2|9|3|0|0|0
Rhododendron maximum|1803|4.56|7.91|0|0|1|0|0|0
Rhododendron maxwellii|5|0|12|2|9|9|9|3|0
Rhododendron megalanthum|1|9|9|0|1|0|0|0|0
Rhododendron mengtszense|2|10|12|2|3|0|0|0|0
Rhododendron milleri|2|12|12|1|0|0|0|0|0
Rhododendron mitriforme|7|8|11|0|1|0|0|0|0
Rhododendron mogeanum|2|12|12|1|0|0|0|0|0
Rhododendron monkoboense|1|12|12|1|0|0|0|0|1
Rhododendron montroseanum|1|9|9|0|1|0|0|0|0
Rhododendron morii|62|1.28|12|2|9|9|3|0|0
Rhododendron moulmainense|118|6.27|12|2|9|3|0|0|0
Rhododendron multinervium|10|12|12|1|0|0|0|0|0
Rhododendron niveum|5|5|9|0|2|3|0|0|0
Rhododendron nudipes|51|6|8|0|2|3|0|0|0
Rhododendron nuttallii|8|5|9|0|2|3|0|0|0
Rhododendron ochraceum|2|9|9|0|1|0|0|0|0
Rhododendron oligocarpum|3|9|9|0|1|0|0|0|0
Rhododendron orbiculare|20|2.5|11.33|0|2|9|3|0|0
Rhododendron orbiculatum|20|12|12|1|0|0|0|0|0
Rhododendron oreodoxa|41|0.07|9|0|2|9|9|3|0
Rhododendron oreogenum|1|9|9|0|1|0|0|0|0
Rhododendron oreotrephes|25|0.75|9.9|0|2|9|9|3|0
Rhododendron ovatum|169|7.32|12|2|9|3|0|0|0
Rhododendron pachyphyllum|7|8|12|2|3|0|0|0|0
Rhododendron pachypodum|19|7.3|12|2|9|3|0|0|0
Rhododendron pachytrichum|20|2.5|9.91|0|2|9|3|0|0
Rhododendron pentaphyllum|100|4.25|8|0|2|3|0|0|0
Rhododendron periclymenoides|859|5.1|8.89|0|2|3|0|0|0
Rhododendron pingianum|8|3|9|0|2|9|3|0|0
Rhododendron platypodum|4|9|9|0|1|0|0|0|0
Rhododendron pleianthum|21|0.17|12|2|9|9|9|3|0
Rhododendron polyanthemum|9|0|12|2|9|9|9|3|0
Rhododendron polylepis|17|4.35|9|0|2|3|0|0|0
Rhododendron ponticum|1|12|12|1|0|0|0|0|0
Rhododendron praestans|1|4|4|0|0|1|0|0|0
Rhododendron preptum|1|4|4|0|0|1|0|0|0
Rhododendron principis|31|0|5.65|0|0|2|9|3|0
Rhododendron prinophyllum|221|4.18|7.84|0|0|1|0|0|0
Rhododendron protistum|13|5.06|9|0|2|3|0|0|0
Rhododendron prunifolium|10|9|12|2|3|0|0|0|0
Rhododendron pudorinum|2|12|12|1|0|0|0|0|0
Rhododendron pudorosum|4|2|9|0|2|9|3|0|0
Rhododendron quadrasianum|38|12|12|1|0|0|0|0|0
Rhododendron quinquefolium|175|3.79|8|0|2|9|3|0|0
Rhododendron reticulatum|638|5.46|8.76|0|2|3|0|0|0
Rhododendron retivenium|13|0.28|12|2|9|9|9|3|0
Rhododendron retusum|22|0.33|12|2|9|9|9|3|0
Rhododendron rex|28|4.27|11.77|0|2|3|0|0|0
Rhododendron ririei|7|9|9|0|1|0|0|0|0
Rhododendron rubellum|5|12|12|1|0|0|0|0|0
Rhododendron rubiginosum|60|3.07|10.71|0|2|9|3|0|0
Rhododendron rugosum|22|0|12|2|9|9|9|3|0
Rhododendron scabridibracteum|20|0|12|2|9|9|9|3|0
Rhododendron schlippenbachii|843|4.59|7.85|0|0|1|0|0|0
Rhododendron scortechinii|4|12|12|1|0|0|0|0|0
Rhododendron selense|7|0|9|0|2|9|9|3|0
Rhododendron sidereum|12|6|8.92|0|2|3|0|0|0
Rhododendron sikangense|5|8|9|0|1|0|0|0|0
Rhododendron sinofalconeri|7|7|11|0|2|3|0|0|0
Rhododendron sinogrande|24|4.13|11.87|0|2|3|0|0|0
Rhododendron sinonuttallii|11|5.02|10.96|0|2|3|0|0|0
Rhododendron spanotrichum|2|9|11|0|1|0|0|0|0
Rhododendron stamineum|80|7|11.43|0|2|3|0|0|0
Rhododendron stanleyi|1|12|12|1|0|0|0|0|0
Rhododendron strigillosum|13|7|9.97|0|2|3|0|0|0
Rhododendron suaveolens|11|0.11|12|2|9|9|9|3|0
Rhododendron succothii|2|2|3|0|0|0|1|0|0
Rhododendron taishunense|1|9|9|0|1|0|0|0|0
Rhododendron tanastylum|22|3.3|11.28|0|2|9|3|0|0
Rhododendron thomsonii|14|0|8.6|0|2|9|9|3|0
Rhododendron tianlinense|2|11|11|0|1|0|0|0|0
Rhododendron traillianum|19|0|9|0|2|9|9|3|0
Rhododendron trichogynum|1|0|0|0|0|0|0|1|0
Rhododendron triflorum|25|1.5|10.5|0|2|9|3|0|0
Rhododendron tutcherae|3|11|12|2|3|0|0|0|0
Rhododendron ungernii|10|2|8|0|2|9|3|0|0
Rhododendron uvariifolium|22|0|9|0|2|9|9|3|0
Rhododendron vanvuurenii|3|12|12|1|0|0|0|0|0
Rhododendron vaseyi|34|5|7|0|0|1|0|0|0
Rhododendron vellereum|9|2|6|0|0|2|3|0|0
Rhododendron vernicosum|48|0.27|9.72|0|2|9|9|3|0
Rhododendron viscosum|593|5.06|12|2|9|3|0|0|0
Rhododendron wardii|36|0|9.13|0|2|9|9|3|0
Rhododendron watsonii|10|4|9|0|2|3|0|0|0
Rhododendron websterianum|10|4|8|0|2|3|0|0|0
Rhododendron westlandii|6|12|12|1|0|0|0|0|0
Rhododendron weyrichii|162|5.73|9.54|0|2|3|0|0|0
Rhododendron williamsii|6|12|12|1|0|0|0|0|0
Rhododendron wolongense|2|9|10|0|1|0|0|0|0
Rhododendron wrayi|9|12|12|1|0|0|0|0|0
Rhododendron xanthocodon|2|0|7|0|0|2|9|3|0
Rhododendron yelliottii|45|0|12|2|9|9|9|3|0
Rhododendron zaleucum|11|6|11.95|0|2|3|0|0|0
Rhododendron ziyuanense|2|8|9|0|1|0|0|0|0
Rhododendron zoelleri|48|12|12|1|0|0|0|0|0
Rhododendron zollingeri|3|12|12|1|0|0|0|0|0
Rhodognaphalon brevicuspe|67|12|12|1|0|0|0|0|1
Rhodognaphalon lukayense|11|12|12|1|0|0|0|0|0
Rhodognaphalon mossambicense|6|12|12|1|0|0|0|0|0
Rhodolaena acutifolia|15|12|12|1|0|0|0|0|0
Rhodolaena altivola|16|12|12|1|0|0|0|0|0
Rhodolaena bakeriana|57|12|12|1|0|0|0|0|0
Rhodolaena coriacea|57|12|12|1|0|0|0|0|0
Rhodolaena humblotii|36|12|12|1|0|0|0|0|0
Rhodolaena leroyana|14|12|12|1|0|0|0|0|0
Rhodolaena macrocarpa|4|12|12|1|0|0|0|0|0
Rhodoleia championii|66|8.13|12|2|3|0|0|0|0
Rhodoleia forrestii|6|9|12|2|3|0|0|0|0
Rhodoleia henryi|3|9|10|0|1|0|0|0|0
Rhodoleia macrocarpa|2|11|12|2|3|0|0|0|0
Rhodoleia parvipetala|12|9|12|2|3|0|0|0|0
Rhodoleia stenopetala|2|12|12|1|0|0|0|0|0
Rhodomyrtus elegans|19|12|12|1|0|0|0|0|0
Rhodomyrtus kaweaensis|1|12|12|1|0|0|0|0|1
Rhodomyrtus lanata|28|12|12|1|0|0|0|0|0
Rhodomyrtus locellata|17|12|12|1|0|0|0|0|0
Rhodomyrtus macrocarpa|205|12|12|1|0|0|0|0|0
Rhodomyrtus mengenensis|1|12|12|1|0|0|0|0|1
Rhodomyrtus montana|3|12|12|1|0|0|0|0|0
Rhodomyrtus obovata|2|12|12|1|0|0|0|0|1
Rhodomyrtus pervagata|141|12|12|1|0|0|0|0|0
Rhodomyrtus pinnatinervis|22|12|12|1|0|0|0|0|0
Rhodomyrtus psidioides|513|11.03|12|2|3|0|0|0|0
Rhodomyrtus salomonensis|3|12|12|1|0|0|0|0|0
Rhodomyrtus sericea|77|12|12|1|0|0|0|0|0
Rhodomyrtus takeuchii|1|12|12|1|0|0|0|0|1
Rhodomyrtus tomentosa|378|11.02|12|2|3|0|0|0|0
Rhodomyrtus trineura|272|12|12|1|0|0|0|0|0
Rhodospatha arborescens|8|12|12|1|0|0|0|0|0
Rhodosphaera rhodanthema|248|9|12|2|3|0|0|0|0
Rhodostemonodaphne antioquensis|2|12|12|1|0|0|0|0|1
Rhodostemonodaphne avilensis|1|12|12|1|0|0|0|0|0
Rhodostemonodaphne capixabensis|6|12|12|1|0|0|0|0|0
Rhodostemonodaphne crenaticupula|41|12|12|1|0|0|0|0|1
Rhodostemonodaphne cyclops|7|12|12|1|0|0|0|0|0
Rhodostemonodaphne dioica|4|12|12|1|0|0|0|0|0
Rhodostemonodaphne elephantopus|6|12|12|1|0|0|0|0|1
Rhodostemonodaphne frontinensis|1|12|12|1|0|0|0|0|1
Rhodostemonodaphne grandis|56|12|12|1|0|0|0|0|0
Rhodostemonodaphne juruensis|15|12|12|1|0|0|0|0|0
Rhodostemonodaphne kunthiana|282|12|12|1|0|0|0|0|0
Rhodostemonodaphne laxa|26|11.06|12|2|3|0|0|0|0
Rhodostemonodaphne leptoclada|2|12|12|1|0|0|0|0|1
Rhodostemonodaphne licanioides|15|12|12|1|0|0|0|0|1
Rhodostemonodaphne longiflora|4|12|12|1|0|0|0|0|0
Rhodostemonodaphne longipetiolata|1|12|12|1|0|0|0|0|1
Rhodostemonodaphne macrocalyx|55|12|12|1|0|0|0|0|0
Rhodostemonodaphne mirecolorata|1|12|12|1|0|0|0|0|0
Rhodostemonodaphne morii|10|12|12|1|0|0|0|0|1
Rhodostemonodaphne napoensis|10|12|12|1|0|0|0|0|0
Rhodostemonodaphne negrensis|18|12|12|1|0|0|0|0|1
Rhodostemonodaphne parvifolia|5|12|12|1|0|0|0|0|1
Rhodostemonodaphne penduliflora|5|12|12|1|0|0|0|0|1
Rhodostemonodaphne peneia|13|12|12|1|0|0|0|0|1
Rhodostemonodaphne praeclara|32|12|12|1|0|0|0|0|0
Rhodostemonodaphne recurva|7|12|12|1|0|0|0|0|1
Rhodostemonodaphne revolutifolia|8|12|12|1|0|0|0|0|1
Rhodostemonodaphne rufovirgata|14|12|12|1|0|0|0|0|1
Rhodostemonodaphne saulensis|4|12|12|1|0|0|0|0|1
Rhodostemonodaphne scandens|26|12|12|1|0|0|0|0|1
Rhodostemonodaphne sordida|7|12|12|1|0|0|0|0|1
Rhodostemonodaphne steyermarkiana|8|12|12|1|0|0|0|0|0
Rhodostemonodaphne synandra|4|12|12|1|0|0|0|0|1
Rhodostemonodaphne tumucumaquensis|2|12|12|1|0|0|0|0|1
Rhodostemonodaphne velutina|4|12|12|1|0|0|0|0|0
Rhodothyrsus hirsutus|2|12|12|1|0|0|0|0|1
Rhodothyrsus macrophyllus|89|12|12|1|0|0|0|0|1
Rhoicissus revoilii|187|10.14|12|2|3|0|0|0|0
Rhoicissus tridentata|516|9.58|12|2|3|0|0|0|0
Rhoiptelea chiliantha|34|8.16|12|2|3|0|0|0|0
Rhopaloblaste augusta|1|12|12|1|0|0|0|0|1
Rhopaloblaste ceramica|8|12|12|1|0|0|0|0|0
Rhopaloblaste elegans|2|12|12|1|0|0|0|0|0
Rhopaloblaste gideonii|1|12|12|1|0|0|0|0|1
Rhopaloblaste ledermanniana|19|12|12|1|0|0|0|0|0
Rhopaloblaste singaporensis|4|12|12|1|0|0|0|0|0
Rhopalocarpus alternifolius|25|12|12|1|0|0|0|0|0
Rhopalocarpus binervius|11|12|12|1|0|0|0|0|0
Rhopalocarpus coriaceus|61|12|12|1|0|0|0|0|0
Rhopalocarpus crassinervius|10|12|12|1|0|0|0|0|0
Rhopalocarpus excelsus|12|12|12|1|0|0|0|0|0
Rhopalocarpus longipetiolatus|20|12|12|1|0|0|0|0|0
Rhopalocarpus louvelii|83|12|12|1|0|0|0|0|0
Rhopalocarpus lucidus|189|12|12|1|0|0|0|0|0
Rhopalocarpus macrorhamnifolius|34|12|12|1|0|0|0|0|0
Rhopalocarpus mollis|7|12|12|1|0|0|0|0|0
Rhopalocarpus parvifolius|7|12|12|1|0|0|0|0|0
Rhopalocarpus randrianaivoi|4|12|12|1|0|0|0|0|1
Rhopalocarpus similis|157|12|12|1|0|0|0|0|0
Rhopalocarpus suarezensis|20|12|12|1|0|0|0|0|1
Rhopalocarpus thouarsianus|28|12|12|1|0|0|0|0|0
Rhopalocarpus triplinervius|31|12|12|1|0|0|0|0|0
Rhopalocarpus undulatus|25|12|12|1|0|0|0|0|0
Rhopalopilia pallens|10|12|12|1|0|0|0|0|0
Rhopalostylis baueri|5|9|12|2|3|0|0|0|0
Rhopalostylis sapida|2190|6.78|12|2|9|3|0|0|0
Rhus chinensis|1050|5.62|12|2|9|3|0|0|0
Rhus copallinum|4238|5.5|12|2|9|3|0|0|0
Rhus coriaria|1237|5.43|12|2|9|3|0|0|0
Rhus glabra|4534|4.3|9.64|0|2|3|0|0|0
Rhus hypoleuca|12|4.33|12|2|9|3|0|0|0
Rhus integrifolia|1778|11.07|12|2|3|0|0|0|0
Rhus kearneyi|90|8.6|12|2|3|0|0|0|0
Rhus lanceolata|515|9|11.78|0|1|0|0|0|0
Rhus microphylla|805|6.75|12|2|9|3|0|0|0
Rhus ovata|2121|7.01|12|2|9|3|0|0|0
Rhus pachyrrhachis|159|11.07|12|2|3|0|0|0|0
Rhus potaninii|52|4.55|9.82|0|2|3|0|0|0
Rhus punjabensis|83|4.88|9.87|0|2|3|0|0|0
Rhus sandwicensis|5|12|12|1|0|0|0|0|0
Rhus terebinthifolia|516|11.03|12|2|3|0|0|0|0
Rhus typhina|25423|4.17|7.52|0|0|1|0|0|0
Rhus virens|1177|7.46|12|2|9|3|0|0|0
Rhynchocalyx lawsonioides|12|10.03|12|2|3|0|0|0|0
Rhynchosia divaricata|7|12|12|1|0|0|0|0|0
Rhynchosia laetissima|2|12|12|1|0|0|0|0|0
Rhysotoechia bifoliolata|310|9.03|12|2|3|0|0|0|0
Rhysotoechia koordersii|3|12|12|1|0|0|0|0|1
Rhysotoechia ramiflora|7|12|12|1|0|0|0|0|1
Rhysotoechia robertsonii|117|12|12|1|0|0|0|0|0
Rhytidanthera splendida|22|12|12|1|0|0|0|0|0
Rhytidophyllum grande|14|12|12|1|0|0|0|0|0
Ribes brachybotrys|17|0|12|2|9|9|9|3|0
Ribes canescens|9|0|1|0|0|0|2|3|0
Ribes cuneifolium|24|0|4.2|0|0|2|9|3|0
Ribes dombeyanum|11|0|12|2|9|9|9|3|0
Ribes ecuadorense|38|0|12|2|9|9|9|3|0
Ribes elegans|8|11|12|2|3|0|0|0|0
Richeria australis|4|12|12|1|0|0|0|0|0
Richeria dressleri|69|12|12|1|0|0|0|0|0
Richeria grandis|573|12|12|1|0|0|0|0|0
Richeria tomentosa|19|12|12|1|0|0|0|0|0
Ricinocarpos stylosus|61|12|12|1|0|0|0|0|0
Ricinocarpos verrucosus|24|12|12|1|0|0|0|0|0
Ricinodendron heudelotii|314|12|12|1|0|0|0|0|0
Ricinus communis|20896|6.79|12|2|9|3|0|0|0
Ridsdalea sundaensis|1|12|12|1|0|0|0|0|0
Riedeliella graciliflora|65|12|12|1|0|0|0|0|0
Rinorea abbreviata|1|12|12|1|0|0|0|0|1
Rinorea albidiflora|19|12|12|1|0|0|0|0|0
Rinorea amapensis|81|12|12|1|0|0|0|0|1
Rinorea anguifera|124|12|12|1|0|0|0|0|0
Rinorea angustifolia|359|10.19|12|2|3|0|0|0|0
Rinorea apertior|9|12|12|1|0|0|0|0|1
Rinorea apiculata|103|12|12|1|0|0|0|0|0
Rinorea arborea|253|12|12|1|0|0|0|0|0
Rinorea aylmeri|17|12|12|1|0|0|0|0|0
Rinorea bahiensis|32|12|12|1|0|0|0|0|0
Rinorea batesii|26|12|12|1|0|0|0|0|0
Rinorea beniensis|26|12|12|1|0|0|0|0|0
Rinorea brachypetala|67|12|12|1|0|0|0|0|0
Rinorea brachythrix|3|12|12|1|0|0|0|0|0
Rinorea brevipes|53|12|12|1|0|0|0|0|0
Rinorea breviracemosa|58|12|12|1|0|0|0|0|1
Rinorea bullata|4|12|12|1|0|0|0|0|0
Rinorea campoensis|29|12|12|1|0|0|0|0|0
Rinorea camptoneura|15|12|12|1|0|0|0|0|1
Rinorea cerasifolia|30|12|12|1|0|0|0|0|0
Rinorea claessensii|20|12|12|1|0|0|0|0|1
Rinorea convallarioides|28|12|12|1|0|0|0|0|0
Rinorea cordata|1|12|12|1|0|0|0|0|1
Rinorea crassifolia|5|12|12|1|0|0|0|0|1
Rinorea dasyadena|158|12|12|1|0|0|0|0|0
Rinorea deflexa|14|12|12|1|0|0|0|0|0
Rinorea deflexiflora|146|12|12|1|0|0|0|0|0
Rinorea dentata|175|12|12|1|0|0|0|0|0
Rinorea domatiosa|5|12|12|1|0|0|0|0|0
Rinorea ebolowensis|8|12|12|1|0|0|0|0|0
Rinorea elliptica|25|12|12|1|0|0|0|0|0
Rinorea endotricha|6|12|12|1|0|0|0|0|1
Rinorea falcata|114|12|12|1|0|0|0|0|0
Rinorea ferruginea|51|12|12|1|0|0|0|0|0
Rinorea flavescens|238|12|12|1|0|0|0|0|1
Rinorea friisii|1|12|12|1|0|0|0|0|0
Rinorea gabunensis|35|12|12|1|0|0|0|0|0
Rinorea greveana|59|12|12|1|0|0|0|0|0
Rinorea guatemalensis|342|12|12|1|0|0|0|0|0
Rinorea guianensis|29|12|12|1|0|0|0|0|0
Rinorea haughtii|9|12|12|1|0|0|0|0|1
Rinorea hirsuta|16|12|12|1|0|0|0|0|0
Rinorea horneri|125|12|12|1|0|0|0|0|0
Rinorea hummelii|436|12|12|1|0|0|0|0|0
